transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,merchant_category,failed_transaction_count,fraud_label
TXN-00000725,CUST-000185,2025-07-06,48.41,purchase,subscription,0,0
TXN-00000726,CUST-000185,2025-11-05,23.76,purchase,grocery,0,0
TXN-00000727,CUST-000186,2025-12-11,14.72,purchase,subscription,0,0
TXN-00000728,CUST-000186,2025-12-23,151.31,purchase,grocery,1,0
TXN-00000729,CUST-000186,2025-12-26,60.69,subscription,electronics,0,0
TXN-00000730,CUST-000186,2025-09-24,165.65,purchase,travel,0,0
TXN-00000731,CUST-000186,2025-11-14,16.35,purchase,subscription,0,0
TXN-00000732,CUST-000186,2025-11-25,126.11,transfer,digital_goods,0,0
TXN-00000733,CUST-000186,2025-12-15,41.16,subscription,digital_goods,0,0
TXN-00000734,CUST-000186,2025-07-12,32.82,subscription,travel,0,0
TXN-00000735,CUST-000186,2025-12-19,36.63,transfer,travel,0,0
TXN-00000736,CUST-000186,2025-10-25,30.58,purchase,digital_goods,0,0
TXN-00000737,CUST-000186,2025-07-27,81.07,subscription,grocery,0,0
TXN-00000738,CUST-000187,2025-08-25,11.38,subscription,subscription,0,0
TXN-00000739,CUST-000187,2025-07-17,16.11,refund,subscription,2,0
TXN-00000740,CUST-000187,2025-09-10,63.31,purchase,travel,0,0
TXN-00000741,CUST-000187,2025-09-12,28.04,purchase,subscription,1,0
TXN-00000742,CUST-000188,2025-10-07,16.72,purchase,travel,0,0
TXN-00000743,CUST-000189,2025-09-22,102.24,purchase,travel,0,0
TXN-00000744,CUST-000189,2025-09-18,45.19,purchase,subscription,1,0
TXN-00000745,CUST-000190,2025-07-28,265.47,purchase,subscription,1,0
TXN-00000746,CUST-000191,2025-11-05,49.36,purchase,electronics,0,0
TXN-00000747,CUST-000191,2025-11-02,126.46,refund,cash_transfer,0,1
TXN-00000748,CUST-000191,2025-08-26,103.84,refund,subscription,1,0
TXN-00000749,CUST-000192,2025-10-17,50.54,subscription,digital_goods,0,0
TXN-00000750,CUST-000192,2025-08-11,47.91,purchase,cash_transfer,0,0
TXN-00000751,CUST-000192,2025-12-07,15.87,purchase,digital_goods,1,0
TXN-00000752,CUST-000192,2025-12-31,30.99,purchase,subscription,0,0
TXN-00000753,CUST-000192,2025-07-06,28.02,purchase,travel,0,0
TXN-00000754,CUST-000192,2025-11-16,41.33,purchase,digital_goods,0,0
TXN-00000755,CUST-000192,2025-11-17,40.42,purchase,subscription,1,0
TXN-00000756,CUST-000192,2025-08-28,120.69,purchase,travel,0,0
TXN-00000757,CUST-000192,2025-10-30,31.68,purchase,digital_goods,0,0
TXN-00000758,CUST-000193,2025-09-11,220.44,purchase,cash_transfer,0,0
TXN-00000759,CUST-000193,2025-08-27,138.74,purchase,electronics,0,0
TXN-00000760,CUST-000193,2025-12-14,422.92,purchase,grocery,1,0
TXN-00000761,CUST-000193,2025-08-06,89.74,transfer,digital_goods,1,0
TXN-00000762,CUST-000194,2025-10-07,27.31,purchase,subscription,0,0
TXN-00000763,CUST-000194,2025-11-06,28.02,subscription,digital_goods,0,0
TXN-00000764,CUST-000194,2025-10-13,34.13,purchase,grocery,2,0
TXN-00000765,CUST-000194,2025-09-01,15.85,transfer,travel,0,0
TXN-00000766,CUST-000194,2025-10-29,12.84,refund,grocery,0,0
TXN-00000767,CUST-000194,2025-12-23,57.73,purchase,digital_goods,1,0
TXN-00000768,CUST-000195,2025-12-17,11.07,purchase,travel,0,0
TXN-00000769,CUST-000195,2025-10-22,59.49,purchase,subscription,1,0
TXN-00000770,CUST-000195,2025-09-08,26.76,purchase,subscription,0,0
TXN-00000771,CUST-000195,2025-11-21,41.2,purchase,subscription,0,0
TXN-00000772,CUST-000195,2025-10-24,23.42,transfer,digital_goods,0,0
TXN-00000773,CUST-000196,2025-08-07,61.78,purchase,grocery,0,0
TXN-00000774,CUST-000196,2025-08-23,143.24,purchase,electronics,0,0
TXN-00000775,CUST-000197,2025-09-10,263.72,purchase,subscription,0,0
TXN-00000776,CUST-000197,2025-07-27,843.3,purchase,electronics,0,0
TXN-00000777,CUST-000197,2025-08-29,692.28,purchase,grocery,0,0
TXN-00000778,CUST-000197,2025-09-20,172.88,purchase,cash_transfer,0,0
TXN-00000779,CUST-000197,2025-07-13,355.26,refund,subscription,2,0
TXN-00000780,CUST-000197,2025-12-02,92.71,purchase,subscription,0,0
TXN-00000781,CUST-000198,2025-09-26,66.1,purchase,subscription,0,0
TXN-00000782,CUST-000198,2025-10-29,67.48,purchase,grocery,0,0
TXN-00000783,CUST-000199,2025-11-21,17.08,transfer,travel,0,0
TXN-00000784,CUST-000200,2025-08-22,19.5,purchase,travel,0,0
TXN-00000785,CUST-000200,2025-11-09,27.92,purchase,digital_goods,1,0
TXN-00000786,CUST-000200,2025-08-22,37.83,purchase,digital_goods,1,0
TXN-00000787,CUST-000200,2025-08-29,51.22,refund,grocery,0,0
TXN-00000788,CUST-000200,2025-10-04,75.58,subscription,subscription,0,0
TXN-00000789,CUST-000201,2025-12-15,20.58,subscription,electronics,0,0
TXN-00000790,CUST-000201,2025-11-22,57.06,purchase,subscription,1,0
TXN-00000791,CUST-000201,2025-09-27,59.9,purchase,travel,0,0
TXN-00000792,CUST-000202,2025-11-19,41.15,subscription,electronics,0,0
TXN-00000793,CUST-000202,2025-07-17,135.73,purchase,grocery,0,0
TXN-00000794,CUST-000202,2025-08-14,44.47,purchase,subscription,0,0
TXN-00000795,CUST-000202,2025-10-28,73.37,purchase,electronics,0,0
TXN-00000796,CUST-000202,2025-07-22,56.34,purchase,digital_goods,1,1
TXN-00000797,CUST-000202,2025-10-13,20.57,refund,grocery,0,0
TXN-00000798,CUST-000203,2025-07-06,41.51,purchase,electronics,1,0
TXN-00000799,CUST-000203,2025-12-09,252.32,purchase,subscription,1,0
TXN-00000800,CUST-000203,2025-09-15,645.93,purchase,cash_transfer,1,0
TXN-00000801,CUST-000203,2025-12-26,341.32,purchase,grocery,0,0
TXN-00000802,CUST-000203,2025-10-10,91.59,purchase,grocery,1,0
TXN-00000803,CUST-000204,2025-12-13,6.69,purchase,travel,1,0
TXN-00000804,CUST-000204,2025-12-09,23.31,purchase,electronics,2,1
TXN-00000805,CUST-000205,2025-09-10,53.0,purchase,subscription,0,0
TXN-00000806,CUST-000206,2025-11-23,34.62,purchase,electronics,0,0
TXN-00000807,CUST-000206,2025-09-14,63.88,purchase,subscription,1,1
TXN-00000808,CUST-000206,2025-12-19,49.68,purchase,subscription,1,0
TXN-00000809,CUST-000206,2025-10-20,75.65,purchase,subscription,0,0
TXN-00000810,CUST-000206,2025-09-24,17.66,purchase,subscription,0,0
TXN-00000811,CUST-000206,2025-09-04,44.38,purchase,subscription,1,0
TXN-00000812,CUST-000207,2025-11-09,298.52,purchase,travel,2,0
TXN-00000813,CUST-000207,2025-11-30,593.3,transfer,subscription,0,0
TXN-00000814,CUST-000207,2025-08-24,220.05,purchase,cash_transfer,0,1
TXN-00000815,CUST-000207,2025-10-04,82.59,purchase,subscription,1,0
TXN-00000816,CUST-000207,2025-10-02,202.54,purchase,digital_goods,0,0
TXN-00000817,CUST-000207,2025-08-24,155.0,purchase,digital_goods,0,0
TXN-00000818,CUST-000207,2025-07-21,266.53,purchase,cash_transfer,0,0
TXN-00000819,CUST-000207,2025-07-10,287.41,purchase,cash_transfer,1,0
TXN-00000820,CUST-000208,2025-12-25,5.48,refund,subscription,0,0
TXN-00000821,CUST-000208,2025-11-17,3.28,subscription,digital_goods,0,0
TXN-00000822,CUST-000208,2025-12-01,32.06,subscription,electronics,0,0
TXN-00000823,CUST-000208,2025-09-29,122.36,purchase,subscription,1,0
TXN-00000824,CUST-000208,2025-08-01,23.48,purchase,electronics,1,0
TXN-00000825,CUST-000208,2025-11-09,8.41,purchase,electronics,0,0
TXN-00000826,CUST-000209,2025-09-18,78.96,purchase,electronics,0,0
TXN-00000827,CUST-000209,2025-11-01,10.64,purchase,grocery,0,0
TXN-00000828,CUST-000210,2025-09-04,26.49,transfer,electronics,2,1
TXN-00000829,CUST-000210,2025-10-26,30.99,purchase,electronics,1,0
TXN-00000830,CUST-000210,2025-11-15,28.81,purchase,digital_goods,0,0
TXN-00000831,CUST-000211,2025-09-17,62.56,subscription,electronics,0,0
TXN-00000832,CUST-000211,2025-08-08,50.05,purchase,digital_goods,0,0
TXN-00000833,CUST-000211,2025-09-17,24.69,purchase,subscription,0,0
TXN-00000834,CUST-000212,2025-08-02,23.42,subscription,travel,0,0
TXN-00000835,CUST-000213,2025-07-16,479.71,purchase,cash_transfer,0,1
TXN-00000836,CUST-000213,2025-08-30,92.45,purchase,grocery,1,0
TXN-00000837,CUST-000214,2025-10-12,15.39,transfer,grocery,0,0
TXN-00000838,CUST-000214,2025-08-30,23.72,purchase,grocery,1,0
TXN-00000839,CUST-000214,2025-12-24,36.1,purchase,cash_transfer,0,0
TXN-00000840,CUST-000214,2025-10-25,21.26,purchase,subscription,0,0
TXN-00000841,CUST-000215,2025-09-15,18.81,purchase,grocery,0,0
TXN-00000842,CUST-000215,2025-11-17,26.97,purchase,digital_goods,2,0
TXN-00000843,CUST-000215,2025-10-14,26.36,transfer,travel,1,0
TXN-00000844,CUST-000216,2025-12-06,25.84,transfer,travel,1,0
TXN-00000845,CUST-000216,2026-01-01,36.2,purchase,grocery,0,0
TXN-00000846,CUST-000216,2025-11-13,53.43,transfer,grocery,0,0
TXN-00000847,CUST-000216,2025-11-06,50.39,purchase,electronics,0,0
TXN-00000848,CUST-000216,2025-11-27,89.73,purchase,cash_transfer,1,0
TXN-00000849,CUST-000217,2025-07-31,48.21,purchase,grocery,0,0
TXN-00000850,CUST-000218,2025-12-26,138.19,purchase,digital_goods,3,0
TXN-00000851,CUST-000218,2025-10-28,123.73,purchase,grocery,0,0
TXN-00000852,CUST-000219,2025-11-23,14.44,subscription,electronics,1,0
TXN-00000853,CUST-000219,2025-10-23,119.39,subscription,travel,0,0
TXN-00000854,CUST-000219,2025-09-04,11.98,subscription,digital_goods,1,0
TXN-00000855,CUST-000220,2025-09-02,28.96,transfer,subscription,0,0
TXN-00000856,CUST-000220,2025-10-23,86.73,purchase,subscription,0,1
TXN-00000857,CUST-000220,2025-08-14,57.65,purchase,cash_transfer,0,0
TXN-00000858,CUST-000220,2025-12-20,60.21,purchase,travel,0,0
TXN-00000859,CUST-000220,2025-11-25,103.78,purchase,grocery,0,0
TXN-00000860,CUST-000221,2025-10-01,35.5,purchase,subscription,1,0
TXN-00000861,CUST-000221,2025-07-24,97.84,purchase,grocery,0,0
TXN-00000862,CUST-000221,2025-08-27,15.44,purchase,electronics,1,0
TXN-00000863,CUST-000221,2025-09-01,31.57,transfer,electronics,0,0
TXN-00000864,CUST-000221,2025-07-24,28.0,transfer,subscription,0,0
TXN-00000865,CUST-000221,2025-09-04,93.43,purchase,subscription,1,0
TXN-00000866,CUST-000221,2025-07-15,18.26,purchase,digital_goods,1,0
TXN-00000867,CUST-000222,2025-07-14,50.08,purchase,subscription,0,0
TXN-00000868,CUST-000222,2025-11-12,22.12,purchase,cash_transfer,1,0
TXN-00000869,CUST-000223,2025-09-20,15.65,purchase,travel,1,0
TXN-00000870,CUST-000223,2025-09-11,191.62,purchase,subscription,0,0
TXN-00000871,CUST-000223,2025-12-07,100.0,purchase,cash_transfer,2,1
TXN-00000872,CUST-000224,2025-09-22,50.22,transfer,subscription,0,0
TXN-00000873,CUST-000224,2025-11-20,199.25,purchase,subscription,0,0
TXN-00000874,CUST-000224,2025-07-09,15.16,purchase,electronics,2,0
TXN-00000875,CUST-000225,2025-10-13,35.9,purchase,cash_transfer,1,0
TXN-00000876,CUST-000225,2025-10-19,19.1,purchase,electronics,0,0
TXN-00000877,CUST-000225,2025-09-30,123.56,subscription,electronics,0,0
TXN-00000878,CUST-000225,2025-07-09,60.17,purchase,digital_goods,0,0
TXN-00000879,CUST-000225,2025-11-20,137.04,purchase,subscription,0,0
TXN-00000880,CUST-000226,2025-12-14,24.12,purchase,subscription,0,0
TXN-00000881,CUST-000226,2025-12-26,14.84,purchase,grocery,0,0
TXN-00000882,CUST-000227,2025-08-24,89.33,purchase,subscription,1,0
TXN-00000883,CUST-000227,2025-07-18,19.6,purchase,electronics,1,0
TXN-00000884,CUST-000227,2025-08-27,20.43,purchase,travel,0,0
TXN-00000885,CUST-000227,2025-11-08,55.86,purchase,digital_goods,3,0
TXN-00000886,CUST-000227,2025-09-24,37.85,purchase,travel,0,0
TXN-00000887,CUST-000228,2025-08-31,47.84,transfer,grocery,0,0
TXN-00000888,CUST-000228,2025-09-20,114.62,purchase,subscription,1,0
TXN-00000889,CUST-000228,2025-07-20,130.81,purchase,digital_goods,0,0
TXN-00000890,CUST-000228,2025-10-25,32.95,subscription,subscription,0,0
TXN-00000891,CUST-000229,2025-08-03,98.74,refund,digital_goods,0,0
TXN-00000892,CUST-000229,2025-11-17,52.48,purchase,grocery,0,0
TXN-00000893,CUST-000229,2025-12-24,449.38,subscription,digital_goods,1,0
TXN-00000894,CUST-000229,2025-12-12,232.32,purchase,electronics,1,1
TXN-00000895,CUST-000230,2025-11-11,41.21,purchase,electronics,0,0
TXN-00000896,CUST-000230,2025-07-13,19.72,transfer,digital_goods,1,0
TXN-00000897,CUST-000230,2025-11-02,59.83,subscription,electronics,1,0
TXN-00000898,CUST-000230,2025-11-03,46.67,subscription,grocery,0,0
TXN-00000899,CUST-000231,2025-08-19,67.03,purchase,subscription,0,0
TXN-00000900,CUST-000231,2025-10-26,88.3,purchase,subscription,0,0
TXN-00000901,CUST-000231,2025-09-30,57.07,purchase,grocery,0,0
TXN-00000902,CUST-000231,2025-10-22,26.4,purchase,subscription,1,0
TXN-00000903,CUST-000231,2025-08-19,56.55,subscription,digital_goods,0,0
TXN-00000904,CUST-000232,2025-08-06,113.39,purchase,subscription,1,0
TXN-00000905,CUST-000232,2025-12-21,97.45,purchase,subscription,0,0
TXN-00000906,CUST-000232,2025-09-17,52.75,subscription,grocery,0,0
TXN-00000907,CUST-000232,2025-10-12,39.64,purchase,travel,2,0
TXN-00000908,CUST-000232,2025-08-31,151.78,purchase,travel,0,0
TXN-00000909,CUST-000232,2025-08-05,35.19,purchase,grocery,0,0
TXN-00000910,CUST-000233,2025-12-11,25.16,subscription,travel,0,0
TXN-00000911,CUST-000233,2025-12-27,44.79,purchase,travel,0,0
TXN-00000912,CUST-000233,2025-09-26,99.6,purchase,subscription,0,0
TXN-00000913,CUST-000233,2025-07-13,30.94,purchase,electronics,0,0
TXN-00000914,CUST-000234,2025-12-18,53.61,purchase,grocery,0,0
TXN-00000915,CUST-000234,2025-12-30,52.2,subscription,electronics,1,0
TXN-00000916,CUST-000234,2025-12-23,48.41,transfer,subscription,0,0
TXN-00000917,CUST-000234,2025-08-28,31.23,purchase,grocery,1,0
TXN-00000918,CUST-000235,2025-07-23,21.12,purchase,grocery,0,0
TXN-00000919,CUST-000235,2025-10-17,21.2,purchase,digital_goods,1,0
TXN-00000920,CUST-000235,2025-10-20,51.14,purchase,digital_goods,0,0
TXN-00000921,CUST-000235,2025-09-18,15.55,purchase,subscription,0,0
TXN-00000922,CUST-000236,2025-09-22,49.13,purchase,digital_goods,3,0
TXN-00000923,CUST-000236,2025-07-30,14.9,purchase,subscription,1,0
TXN-00000924,CUST-000236,2025-07-27,16.38,transfer,electronics,1,0
TXN-00000925,CUST-000237,2025-12-06,17.76,purchase,subscription,0,0
TXN-00000926,CUST-000237,2025-11-01,39.8,purchase,grocery,1,0
TXN-00000927,CUST-000237,2025-10-20,26.02,purchase,digital_goods,2,0
TXN-00000928,CUST-000238,2025-07-17,17.21,subscription,electronics,1,0
TXN-00000929,CUST-000238,2025-11-06,24.01,transfer,grocery,1,0
TXN-00000930,CUST-000238,2025-07-14,10.56,purchase,digital_goods,2,0
TXN-00000931,CUST-000238,2025-08-18,45.03,purchase,electronics,0,0
TXN-00000932,CUST-000239,2025-10-29,59.82,purchase,travel,0,0
TXN-00000933,CUST-000240,2025-08-29,30.83,subscription,grocery,1,0
TXN-00000934,CUST-000241,2025-08-04,82.86,purchase,grocery,1,0
TXN-00000935,CUST-000241,2025-11-01,54.41,purchase,grocery,0,0
TXN-00000936,CUST-000241,2025-11-12,58.54,purchase,subscription,1,0
TXN-00000937,CUST-000241,2025-11-21,46.06,purchase,electronics,0,0
TXN-00000938,CUST-000241,2025-12-03,134.06,purchase,digital_goods,0,0
TXN-00000939,CUST-000241,2025-09-16,135.72,purchase,subscription,1,0
TXN-00000940,CUST-000241,2025-09-08,526.28,subscription,subscription,1,0
TXN-00000941,CUST-000242,2025-07-31,85.66,purchase,travel,1,0
TXN-00000942,CUST-000242,2025-08-20,44.72,purchase,digital_goods,1,0
TXN-00000943,CUST-000243,2025-10-11,94.6,transfer,travel,1,0
TXN-00000944,CUST-000243,2025-10-27,57.66,purchase,cash_transfer,2,0
TXN-00000945,CUST-000243,2025-11-12,97.26,purchase,electronics,0,0
TXN-00000946,CUST-000243,2025-09-12,89.8,transfer,travel,0,0
TXN-00000947,CUST-000243,2025-07-12,46.87,purchase,grocery,0,0
TXN-00000948,CUST-000244,2025-09-09,53.88,purchase,digital_goods,0,1
TXN-00000949,CUST-000244,2025-12-26,92.51,purchase,travel,2,0
TXN-00000950,CUST-000244,2025-08-20,9.67,purchase,grocery,1,0
TXN-00000951,CUST-000244,2025-12-17,17.6,purchase,digital_goods,1,0
TXN-00000952,CUST-000245,2025-07-17,228.09,purchase,travel,1,0
TXN-00000953,CUST-000245,2025-12-20,348.69,purchase,grocery,0,0
TXN-00000954,CUST-000246,2025-10-07,15.07,purchase,travel,1,0
TXN-00000955,CUST-000247,2025-11-08,12.65,purchase,subscription,1,0
TXN-00000956,CUST-000247,2025-11-25,29.29,purchase,digital_goods,0,0
TXN-00000957,CUST-000247,2025-10-18,49.83,purchase,subscription,0,0
TXN-00000958,CUST-000247,2025-10-11,59.43,subscription,subscription,0,0
TXN-00000959,CUST-000248,2025-10-21,89.95,purchase,digital_goods,2,1
TXN-00000960,CUST-000248,2025-08-14,244.03,purchase,subscription,0,0
TXN-00000961,CUST-000248,2025-10-10,109.52,purchase,subscription,0,0
TXN-00000962,CUST-000248,2025-10-29,193.09,purchase,travel,0,0
TXN-00000963,CUST-000248,2025-09-15,103.88,purchase,electronics,0,0
TXN-00000964,CUST-000248,2025-12-26,85.25,purchase,grocery,1,0
TXN-00000965,CUST-000249,2025-11-10,7.47,purchase,subscription,0,0
TXN-00000966,CUST-000249,2025-08-19,36.38,purchase,subscription,0,0
TXN-00000967,CUST-000250,2025-08-23,39.66,purchase,travel,1,0
TXN-00000968,CUST-000250,2025-09-05,72.58,transfer,digital_goods,0,0
TXN-00000969,CUST-000250,2025-11-25,24.86,purchase,digital_goods,1,0
TXN-00000970,CUST-000250,2025-08-05,28.66,purchase,travel,0,0
TXN-00000971,CUST-000250,2025-08-04,76.1,purchase,grocery,0,0
TXN-00000972,CUST-000251,2025-10-22,40.53,purchase,subscription,1,0
TXN-00000973,CUST-000251,2025-10-21,19.79,subscription,subscription,1,0
TXN-00000974,CUST-000251,2025-12-04,20.71,purchase,cash_transfer,0,0
TXN-00000975,CUST-000252,2025-07-14,78.44,purchase,grocery,0,0
TXN-00000976,CUST-000252,2025-11-12,121.13,refund,subscription,0,0
TXN-00000977,CUST-000252,2025-09-17,30.09,purchase,subscription,2,0
TXN-00000978,CUST-000252,2025-07-15,67.54,purchase,subscription,2,0
TXN-00000979,CUST-000252,2025-10-03,250.31,subscription,subscription,1,0
TXN-00000980,CUST-000252,2025-11-30,34.05,purchase,digital_goods,0,0
TXN-00000981,CUST-000252,2025-12-29,203.11,purchase,digital_goods,1,0
TXN-00000982,CUST-000252,2025-11-30,177.63,purchase,digital_goods,1,0
TXN-00000983,CUST-000253,2025-11-09,162.34,subscription,digital_goods,0,0
TXN-00000984,CUST-000253,2025-07-27,225.01,transfer,grocery,0,0
TXN-00000985,CUST-000253,2025-08-03,149.94,purchase,grocery,0,0
TXN-00000986,CUST-000254,2025-10-20,26.35,transfer,subscription,0,0
TXN-00000987,CUST-000254,2025-11-13,122.28,purchase,grocery,0,0
TXN-00000988,CUST-000255,2025-07-17,63.86,purchase,digital_goods,1,0
TXN-00000989,CUST-000255,2025-09-21,12.83,purchase,travel,0,0
TXN-00000990,CUST-000256,2025-11-19,67.4,transfer,subscription,0,0
TXN-00000991,CUST-000256,2025-11-14,88.49,purchase,grocery,0,0
TXN-00000992,CUST-000256,2025-09-12,59.94,transfer,travel,0,0
TXN-00000993,CUST-000256,2025-09-01,48.6,purchase,electronics,1,0
TXN-00000994,CUST-000257,2025-10-14,47.22,purchase,subscription,2,0
TXN-00000995,CUST-000257,2025-11-15,45.82,refund,grocery,0,0
TXN-00000996,CUST-000257,2025-08-17,56.99,purchase,grocery,1,0
TXN-00000997,CUST-000257,2025-11-24,6.61,purchase,travel,1,1
TXN-00000998,CUST-000257,2025-09-02,36.53,purchase,digital_goods,0,0
TXN-00000999,CUST-000258,2025-07-31,273.12,transfer,subscription,0,0
TXN-00001000,CUST-000258,2025-10-23,124.37,subscription,travel,0,0
TXN-00001001,CUST-000258,2025-11-04,189.26,transfer,digital_goods,0,0
TXN-00001002,CUST-000259,2025-09-09,41.54,purchase,electronics,1,0
TXN-00001003,CUST-000259,2025-08-12,12.3,transfer,subscription,1,0
TXN-00001004,CUST-000259,2025-09-08,41.8,purchase,electronics,0,0
TXN-00001005,CUST-000260,2025-12-05,90.62,purchase,electronics,2,0
TXN-00001006,CUST-000260,2025-08-02,165.14,subscription,cash_transfer,1,0
TXN-00001007,CUST-000261,2025-10-10,51.21,transfer,grocery,0,0
TXN-00001008,CUST-000261,2025-10-22,8.79,purchase,travel,1,0
TXN-00001009,CUST-000261,2025-12-30,115.01,purchase,grocery,0,0
TXN-00001010,CUST-000261,2025-11-07,7.44,purchase,electronics,1,0
TXN-00001011,CUST-000262,2025-11-06,57.7,purchase,subscription,2,0
TXN-00001012,CUST-000262,2025-11-27,298.22,purchase,digital_goods,1,0
TXN-00001013,CUST-000262,2025-10-16,268.63,purchase,digital_goods,1,0
TXN-00001014,CUST-000262,2025-08-31,19.57,purchase,electronics,0,1
TXN-00001015,CUST-000262,2025-12-28,29.84,purchase,grocery,0,0
TXN-00001016,CUST-000263,2025-09-29,153.8,purchase,grocery,0,0
TXN-00001017,CUST-000263,2025-12-02,31.73,purchase,subscription,0,0
TXN-00001018,CUST-000264,2025-10-07,57.52,transfer,electronics,0,0
TXN-00001019,CUST-000264,2025-11-19,8.17,transfer,digital_goods,1,0
TXN-00001020,CUST-000264,2025-07-13,57.75,purchase,subscription,1,0
TXN-00001021,CUST-000264,2025-12-26,74.83,purchase,grocery,1,0
TXN-00001022,CUST-000264,2025-12-28,28.91,purchase,digital_goods,0,0
TXN-00001023,CUST-000264,2025-07-08,28.13,purchase,grocery,0,0
TXN-00001024,CUST-000265,2025-08-25,89.83,purchase,travel,0,0
TXN-00001025,CUST-000265,2025-11-25,27.26,purchase,electronics,0,0
TXN-00001026,CUST-000266,2025-10-20,31.69,purchase,grocery,0,0
TXN-00001027,CUST-000266,2025-09-20,81.73,purchase,grocery,2,0
TXN-00001028,CUST-000266,2025-08-15,12.62,refund,grocery,0,0
TXN-00001029,CUST-000266,2025-09-13,43.2,purchase,cash_transfer,1,0
TXN-00001030,CUST-000266,2025-10-10,43.19,purchase,travel,0,0
TXN-00001031,CUST-000267,2025-07-11,114.51,purchase,travel,0,0
TXN-00001032,CUST-000267,2025-09-11,39.75,purchase,cash_transfer,1,1
TXN-00001033,CUST-000267,2025-07-27,4.82,purchase,cash_transfer,3,0
TXN-00001034,CUST-000267,2025-11-03,26.48,purchase,grocery,2,0
TXN-00001035,CUST-000268,2025-12-31,49.26,purchase,travel,1,1
TXN-00001036,CUST-000268,2025-11-09,275.3,purchase,travel,0,0
TXN-00001037,CUST-000268,2025-09-19,39.74,refund,digital_goods,1,0
TXN-00001038,CUST-000268,2025-08-28,94.96,purchase,grocery,0,0
TXN-00001039,CUST-000269,2025-10-05,52.54,transfer,cash_transfer,0,1
TXN-00001040,CUST-000269,2025-07-22,51.56,transfer,cash_transfer,2,1
TXN-00001041,CUST-000269,2025-11-28,70.7,purchase,travel,3,0
TXN-00001042,CUST-000269,2025-10-06,15.5,purchase,digital_goods,0,0
TXN-00001043,CUST-000270,2025-12-09,64.08,purchase,electronics,0,0
TXN-00001044,CUST-000270,2025-09-06,33.44,purchase,travel,0,0
TXN-00001045,CUST-000271,2025-10-18,47.82,purchase,digital_goods,0,0
TXN-00001046,CUST-000271,2025-07-26,79.95,purchase,grocery,1,0
TXN-00001047,CUST-000271,2025-10-01,185.33,purchase,electronics,0,0
TXN-00001048,CUST-000271,2025-12-23,45.52,purchase,grocery,0,0
TXN-00001049,CUST-000271,2025-09-07,38.54,purchase,electronics,0,1
TXN-00001050,CUST-000271,2025-11-06,94.58,purchase,subscription,0,0
TXN-00001051,CUST-000272,2025-09-01,16.32,purchase,subscription,0,0
TXN-00001052,CUST-000272,2025-08-24,87.06,purchase,subscription,0,0
TXN-00001053,CUST-000273,2025-12-07,22.21,purchase,cash_transfer,2,0
TXN-00001054,CUST-000273,2025-07-11,138.21,purchase,subscription,0,0
TXN-00001055,CUST-000273,2025-12-26,76.59,purchase,electronics,0,0
TXN-00001056,CUST-000273,2025-10-07,44.12,purchase,subscription,0,0
TXN-00001057,CUST-000273,2025-11-26,9.64,purchase,digital_goods,0,0
TXN-00001058,CUST-000273,2025-09-03,57.63,purchase,subscription,0,0
TXN-00001059,CUST-000274,2025-12-23,135.9,subscription,cash_transfer,1,0
TXN-00001060,CUST-000274,2025-11-18,16.97,purchase,digital_goods,0,0
TXN-00001061,CUST-000274,2025-10-21,17.22,purchase,grocery,0,0
TXN-00001062,CUST-000274,2025-11-26,73.03,transfer,grocery,0,0
TXN-00001063,CUST-000275,2025-11-30,30.35,purchase,cash_transfer,1,0
TXN-00001064,CUST-000275,2025-07-15,51.73,purchase,cash_transfer,0,0
TXN-00001065,CUST-000275,2025-10-10,70.28,purchase,travel,1,0
TXN-00001066,CUST-000275,2025-09-03,8.14,subscription,grocery,0,0
TXN-00001067,CUST-000275,2025-10-24,32.22,purchase,grocery,0,0
TXN-00001068,CUST-000276,2025-07-10,10.08,subscription,grocery,0,0
TXN-00001069,CUST-000276,2025-07-15,11.83,purchase,cash_transfer,0,0
TXN-00001070,CUST-000276,2025-07-12,34.5,purchase,digital_goods,1,0
TXN-00001071,CUST-000276,2025-12-05,88.49,purchase,subscription,0,0
TXN-00001072,CUST-000277,2025-07-26,622.97,purchase,grocery,1,0
TXN-00001073,CUST-000278,2025-11-20,82.15,purchase,cash_transfer,0,0
TXN-00001074,CUST-000278,2025-10-15,273.96,purchase,grocery,2,0
TXN-00001075,CUST-000278,2025-07-13,178.0,purchase,digital_goods,0,0
TXN-00001076,CUST-000278,2025-12-17,362.12,purchase,grocery,1,0
TXN-00001077,CUST-000279,2025-12-28,116.83,purchase,subscription,1,0
TXN-00001078,CUST-000279,2025-09-16,176.07,purchase,cash_transfer,1,0
TXN-00001079,CUST-000279,2025-08-27,112.08,purchase,grocery,0,0
TXN-00001080,CUST-000279,2025-10-28,47.52,purchase,digital_goods,1,0
TXN-00001081,CUST-000279,2025-11-05,122.44,purchase,digital_goods,0,0
TXN-00001082,CUST-000279,2025-12-19,32.4,purchase,digital_goods,0,0
TXN-00001083,CUST-000280,2025-10-01,67.18,transfer,grocery,1,0
TXN-00001084,CUST-000280,2025-08-06,29.71,purchase,travel,0,0
TXN-00001085,CUST-000281,2025-09-25,135.28,purchase,grocery,0,0
TXN-00001086,CUST-000281,2025-09-26,50.42,subscription,cash_transfer,0,0
